id,input,output,example_id
2866," arr = [2,1,3,4,4]", 4," 2:
"
2867," arr = [5,4,3,2,1]", 1," 1:
"
2867," arr = [2,1,3,4,4]", 4," 2:
"
2868," arr = [5,4,3,2,1]", 1," 1:
"
2868," arr = [2,1,3,4,4]", 4," 2:
"
2869," arr = [5,4,3,2,1]", 1," 1:
"
2869," arr = [2,1,3,4,4]", 4," 2:
"
2870," arr = [4,3,2,1,0]", 1," 1:
"
2870," arr = [1,0,2,3,4]", 4," 2:
"
2871," arr = [4,3,2,1,0]", 1," 1:
"
2871," arr = [1,0,2,3,4]", 4," 2:
"
2872," arr = [4,3,2,1,0]", 1," 1:
"
2872," arr = [1,0,2,3,4]", 4," 2:
"
2873," arr = [4,3,2,1,0]", 1," 1:
"
2873," arr = [1,0,2,3,4]", 4," 2:
"
2874," expression = ""e + 8 - a + 5"", evalvars = [""e""], evalints = [1]"," [""-1*a"",""14""]","s:
"
2875," expression = ""e + 8 - a + 5"", evalvars = [""e""], evalints = [1]"," [""-1*a"",""14""]","s:
"
2876," expression = ""e + 8 - a + 5"", evalvars = [""e""], evalints = [1]"," [""-1*a"",""14""]","s:
"
2877," expression = ""e + 8 - a + 5"", evalvars = [""e""], evalints = [1]"," [""-1*a"",""14""]","s:
"
2878," jewels = ""aA"", stones = ""aAAbbbb""", 3," 1:
"
2878," jewels = ""z"", stones = ""ZZ""", 0," 2:
"
2879," jewels = ""aA"", stones = ""aAAbbbb""", 3," 1:
"
2879," jewels = ""z"", stones = ""ZZ""", 0," 2:
"
2880," jewels = ""aA"", stones = ""aAAbbbb""", 3," 1:
"
2880," jewels = ""z"", stones = ""ZZ""", 0," 2:
"
2881," jewels = ""aA"", stones = ""aAAbbbb""", 3," 1:
"
2881," jewels = ""z"", stones = ""ZZ""", 0," 2:
"
2882," s = ""1+1""", 2," 1:
"
2882," s = ""6-4/2""", 4," 2:
"
2882," s = ""2*(5+5*2)/3+(6/2+8)""", 21," 3:
"
2882," s = ""(2+6*3+5-(3*14/7+2)*5)+3""", -12," 4:
"
2882," s = ""0""", 0," 5:
"
2883," s = ""1+1""", 2," 1:
"
2883," s = ""6-4/2""", 4," 2:
"
2883," s = ""2*(5+5*2)/3+(6/2+8)""", 21," 3:
"
2883," s = ""(2+6*3+5-(3*14/7+2)*5)+3""", -12," 4:
"
2883," s = ""0""", 0," 5:
"
2884," s = ""1+1""", 2," 1:
"
2884," s = ""6-4/2""", 4," 2:
"
2884," s = ""2*(5+5*2)/3+(6/2+8)""", 21," 3:
"
2884," s = ""(2+6*3+5-(3*14/7+2)*5)+3""", -12," 4:
"
2884," s = ""0""", 0," 5:
"
2885," s = ""1+1""", 2," 1:
"
2885," s = ""6-4/2""", 4," 2:
"
2885," s = ""2*(5+5*2)/3+(6/2+8)""", 21," 3:
"
2885," s = ""(2+6*3+5-(3*14/7+2)*5)+3""", -12," 4:
"
2885," s = ""0""", 0," 5:
"
2886," board = [[1,2,3],[4,0,5]]", 1,"s:
"
2887," board = [[1,2,3],[4,0,5]]", 1,"s:
"
2888," board = [[1,2,3],[4,0,5]]", 1,"s:
"
2889," board = [[1,2,3],[4,0,5]]", 1,"s:
"
2890," stations = [1,2,3,4,5,6,7,8,9,10], k = 9", 0.50000," 1:
"
2890," stations = [23,24,36,39,46,56,57,65,84,98], k = 1", 14.00000," 2:
"
2891," stations = [1,2,3,4,5,6,7,8,9,10], k = 9", 0.50000," 1:
"
2891," stations = [23,24,36,39,46,56,57,65,84,98], k = 1", 14.00000," 2:
"
2892," stations = [1,2,3,4,5,6,7,8,9,10], k = 9", 0.50000," 1:
"
2892," stations = [23,24,36,39,46,56,57,65,84,98], k = 1", 14.00000," 2:
"
2893," stations = [1,2,3,4,5,6,7,8,9,10], k = 9", 0.50000," 1:
"
2893," stations = [23,24,36,39,46,56,57,65,84,98], k = 1", 14.00000," 2:
"
2894," A = [1,0,2]", true," 1:
"
2894," A = [1,2,0]", false," 2:
"
2895," A = [1,0,2]", true," 1:
"
2895," A = [1,2,0]", false," 2:
"
2896," A = [1,0,2]", true," 1:
"
2896," A = [1,2,0]", false," 2:
"
2897," A = [1,0,2]", true," 1:
"
2897," A = [1,2,0]", false," 2:
"
2898," root = [4,2,6,1,3,5,7], V = 2"," [[2,1],[4,3,6,null,null,5,7]]"," 1:
"
2899," root = [4,2,6,1,3,5,7], V = 2"," [[2,1],[4,3,6,null,null,5,7]]"," 1:
"
2900," root = [4,2,6,1,3,5,7], V = 2"," [[2,1],[4,3,6,null,null,5,7]]"," 1:
"
2901," root = [4,2,6,1,3,5,7], V = 2"," [[2,1],[4,3,6,null,null,5,7]]"," 1:
"
2902," start = ""RXXLRXRXL"", end = ""XRLXXRRLX""", true," 1:
"
2902," start = ""X"", end = ""L""", false," 2:
"
2902," start = ""LLR"", end = ""RRL""", false," 3:
"
2902," start = ""XL"", end = ""LX""", true," 4:
"
2902," start = ""XLLR"", end = ""LXLX""", false," 5:
"
2903," start = ""RXXLRXRXL"", end = ""XRLXXRRLX""", true," 1:
"
2903," start = ""X"", end = ""L""", false," 2:
"
2903," start = ""LLR"", end = ""RRL""", false," 3:
"
2903," start = ""XL"", end = ""LX""", true," 4:
"
2903," start = ""XLLR"", end = ""LXLX""", false," 5:
"
2904," start = ""RXXLRXRXL"", end = ""XRLXXRRLX""", true," 1:
"
2904," start = ""X"", end = ""L""", false," 2:
"
2904," start = ""LLR"", end = ""RRL""", false," 3:
"
2904," start = ""XL"", end = ""LX""", true," 4:
"
2904," start = ""XLLR"", end = ""LXLX""", false," 5:
"
2905," start = ""RXXLRXRXL"", end = ""XRLXXRRLX""", true," 1:
"
2905," start = ""X"", end = ""L""", false," 2:
"
2905," start = ""LLR"", end = ""RRL""", false," 3:
"
2905," start = ""XL"", end = ""LX""", true," 4:
"
2905," start = ""XLLR"", end = ""LXLX""", false," 5:
"
2906," [[0,2],[1,3]]", 3," 1:
"
2906," [[0,1,2,3,4],[24,23,22,21,5],[12,13,14,15,16],[11,17,18,19,20],[10,9,8,7,6]]", 16," 2:
"
2907," [[0,2],[1,3]]", 3," 1:
"
2907," [[0,1,2,3,4],[24,23,22,21,5],[12,13,14,15,16],[11,17,18,19,20],[10,9,8,7,6]]", 16," 2:
"
2908," [[0,2],[1,3]]", 3," 1:
"
2908," [[0,1,2,3,4],[24,23,22,21,5],[12,13,14,15,16],[11,17,18,19,20],[10,9,8,7,6]]", 16," 2:
"
2909," [[0,2],[1,3]]", 3," 1:
"
2909," [[0,1,2,3,4],[24,23,22,21,5],[12,13,14,15,16],[11,17,18,19,20],[10,9,8,7,6]]", 16," 2:
"
2910," N = 1, K = 1", 0,"s:
"
2911," N = 1, K = 1", 0,"s:
"
2912," N = 1, K = 1", 0,"s:
"
2913," N = 1, K = 1", 0,"s:
"
2914," sx = 1, sy = 1, tx = 3, ty = 5", True,"s:
"
2915," sx = 1, sy = 1, tx = 3, ty = 5", True,"s:
"
2916," sx = 1, sy = 1, tx = 3, ty = 5", True,"s:
"
2917," sx = 1, sy = 1, tx = 3, ty = 5", True,"s:
"
2918," answers = [1, 1, 2]", 5,"s:
"
2919," answers = [1, 1, 2]", 5,"s:
"
2920," answers = [1, 1, 2]", 5,"s:
"
2921," answers = [1, 1, 2]", 5,"s:
"
2922," board = [[0,1,1,0],[0,1,1,0],[1,0,0,1],[1,0,0,1]]", 2,"s:
"
2923," board = [[0,1,1,0],[0,1,1,0],[1,0,0,1],[1,0,0,1]]", 2,"s:
"
2924," board = [[0,1,1,0],[0,1,1,0],[1,0,0,1],[1,0,0,1]]", 2,"s:
"
2925," board = [[0,1,1,0],[0,1,1,0],[1,0,0,1],[1,0,0,1]]", 2,"s:
"
2926," root = [4,2,6,1,3]", 1," 1:
"
2926," root = [1,0,48,null,null,12,49]", 1," 2:
"
2927," root = [4,2,6,1,3]", 1," 1:
"
2927," root = [1,0,48,null,null,12,49]", 1," 2:
"
2928," root = [4,2,6,1,3]", 1," 1:
"
2928," root = [1,0,48,null,null,12,49]", 1," 2:
"
2929," root = [4,2,6,1,3]", 1," 1:
"
2929," root = [1,0,48,null,null,12,49]", 1," 2:
"
2930," S = ""a1b2"""," [""a1b2"",""a1B2"",""A1b2"",""A1B2""]"," 1:
"
2930," S = ""3z4"""," [""3z4"",""3Z4""]"," 2:
"
2930," S = ""12345"""," [""12345""]"," 3:
"
2930," S = ""0"""," [""0""]"," 4:
"
2931," S = ""a1b2"""," [""a1b2"",""a1B2"",""A1b2"",""A1B2""]"," 1:
"
2931," S = ""3z4"""," [""3z4"",""3Z4""]"," 2:
"
2931," S = ""12345"""," [""12345""]"," 3:
"
2931," S = ""0"""," [""0""]"," 4:
"
2932," S = ""a1b2"""," [""a1b2"",""a1B2"",""A1b2"",""A1B2""]"," 1:
"
2932," S = ""3z4"""," [""3z4"",""3Z4""]"," 2:
"
2932," S = ""12345"""," [""12345""]"," 3:
"
2932," S = ""0"""," [""0""]"," 4:
"
2933," S = ""a1b2"""," [""a1b2"",""a1B2"",""A1b2"",""A1B2""]"," 1:
"
2933," S = ""3z4"""," [""3z4"",""3Z4""]"," 2:
"
2933," S = ""12345"""," [""12345""]"," 3:
"
2933," S = ""0"""," [""0""]"," 4:
"
2934," graph = [[1,2,3],[0,2],[0,1,3],[0,2]]", false," 1:
"
2934," graph = [[1,3],[0,2],[1,3],[0,2]]", true," 2:
"
2935," graph = [[1,2,3],[0,2],[0,1,3],[0,2]]", false," 1:
"
2935," graph = [[1,3],[0,2],[1,3],[0,2]]", true," 2:
"
2936," graph = [[1,2,3],[0,2],[0,1,3],[0,2]]", false," 1:
"
2936," graph = [[1,3],[0,2],[1,3],[0,2]]", true," 2:
"
2937," graph = [[1,2,3],[0,2],[0,1,3],[0,2]]", false," 1:
"
2937," graph = [[1,3],[0,2],[1,3],[0,2]]", true," 2:
"
2938," arr = [1,2,3,5], k = 3"," [2,5]"," 1:
"
2938," arr = [1,7], k = 1"," [1,7]"," 2:
"
2939," arr = [1,2,3,5], k = 3"," [2,5]"," 1:
"
2939," arr = [1,7], k = 1"," [1,7]"," 2:
"
2940," arr = [1,2,3,5], k = 3"," [2,5]"," 1:
"
2940," arr = [1,7], k = 1"," [1,7]"," 2:
"
2941," arr = [1,2,3,5], k = 3"," [2,5]"," 1:
"
2941," arr = [1,7], k = 1"," [1,7]"," 2:
"
2942," n = 3, edges = [[0,1,100],[1,2,100],[0,2,500]]src = 0, dst = 2, k = 1", 200," 1:
"
2942," n = 3, edges = [[0,1,100],[1,2,100],[0,2,500]]src = 0, dst = 2, k = 0", 500," 2:
"
2943," n = 3, edges = [[0,1,100],[1,2,100],[0,2,500]]src = 0, dst = 2, k = 1", 200," 1:
"
2943," n = 3, edges = [[0,1,100],[1,2,100],[0,2,500]]src = 0, dst = 2, k = 0", 500," 2:
"
2944," n = 3, edges = [[0,1,100],[1,2,100],[0,2,500]]src = 0, dst = 2, k = 1", 200," 1:
"
2944," n = 3, edges = [[0,1,100],[1,2,100],[0,2,500]]src = 0, dst = 2, k = 0", 500," 2:
"
2945," n = 3, edges = [[0,1,100],[1,2,100],[0,2,500]]src = 0, dst = 2, k = 1", 200," 1:
"
2945," n = 3, edges = [[0,1,100],[1,2,100],[0,2,500]]src = 0, dst = 2, k = 0", 500," 2:
"
2946, 10, 4,":
"
2947, 10, 4,":
"
2948, 10, 4,":
"
2949, 10, 4,":
"
2950," ghosts = [[1,0],[0,3]], target = [0,1]", true," 1:
"
2950," ghosts = [[1,0]], target = [2,0]", false," 2:
"
2950," ghosts = [[2,0]], target = [1,0]", false," 3:
"
2950," ghosts = [[5,0],[-10,-2],[0,-5],[-2,-2],[-7,1]], target = [7,7]", false," 4:
"
2950," ghosts = [[-1,0],[0,1],[-1,0],[0,1],[-1,0]], target = [0,0]", true," 5:
"
2951," ghosts = [[1,0],[0,3]], target = [0,1]", true," 1:
"
2951," ghosts = [[1,0]], target = [2,0]", false," 2:
"
2951," ghosts = [[2,0]], target = [1,0]", false," 3:
"
2951," ghosts = [[5,0],[-10,-2],[0,-5],[-2,-2],[-7,1]], target = [7,7]", false," 4:
"
2951," ghosts = [[-1,0],[0,1],[-1,0],[0,1],[-1,0]], target = [0,0]", true," 5:
"
2952," ghosts = [[1,0],[0,3]], target = [0,1]", true," 1:
"
2952," ghosts = [[1,0]], target = [2,0]", false," 2:
"
2952," ghosts = [[2,0]], target = [1,0]", false," 3:
"
2952," ghosts = [[5,0],[-10,-2],[0,-5],[-2,-2],[-7,1]], target = [7,7]", false," 4:
"
2952," ghosts = [[-1,0],[0,1],[-1,0],[0,1],[-1,0]], target = [0,0]", true," 5:
"
2953," ghosts = [[1,0],[0,3]], target = [0,1]", true," 1:
"
2953," ghosts = [[1,0]], target = [2,0]", false," 2:
"
2953," ghosts = [[2,0]], target = [1,0]", false," 3:
"
2953," ghosts = [[5,0],[-10,-2],[0,-5],[-2,-2],[-7,1]], target = [7,7]", false," 4:
"
2953," ghosts = [[-1,0],[0,1],[-1,0],[0,1],[-1,0]], target = [0,0]", true," 5:
"
2954, 3, 5,":
"
2955, 3, 5,":
"
2956, 3, 5,":
"
2957, 3, 5,":
"
2958," S = ""cba""T = ""abcd"""," ""cbad"""," :
"
2959," S = ""cba""T = ""abcd"""," ""cbad"""," :
"
2960," S = ""cba""T = ""abcd"""," ""cbad"""," :
"
2961," S = ""cba""T = ""abcd"""," ""cbad"""," :
"
2962," s = ""abcde"", words = [""a"",""bb"",""acd"",""ace""]", 3," 1:
"
2962," s = ""dsahjpjauf"", words = [""ahjpjau"",""ja"",""ahbwzgqnuk"",""tnmlanowax""]", 2," 2:
"
2963," s = ""abcde"", words = [""a"",""bb"",""acd"",""ace""]", 3," 1:
"
2963," s = ""dsahjpjauf"", words = [""ahjpjau"",""ja"",""ahbwzgqnuk"",""tnmlanowax""]", 2," 2:
"
2964," s = ""abcde"", words = [""a"",""bb"",""acd"",""ace""]", 3," 1:
"
2964," s = ""dsahjpjauf"", words = [""ahjpjau"",""ja"",""ahbwzgqnuk"",""tnmlanowax""]", 2," 2:
"
2965," s = ""abcde"", words = [""a"",""bb"",""acd"",""ace""]", 3," 1:
"
2965," s = ""dsahjpjauf"", words = [""ahjpjau"",""ja"",""ahbwzgqnuk"",""tnmlanowax""]", 2," 2:
"
2966, K = 0, 5," 1:
"
2966, K = 5, 0," 2:
"
2967, K = 0, 5," 1:
"
2967, K = 5, 0," 2:
"
2968, K = 0, 5," 1:
"
2968, K = 5, 0," 2:
"
2969, K = 0, 5," 1:
"
2969, K = 5, 0," 2:
"
2970," board = [""O  "", ""   "", ""   ""]", false," 1:
"
2970," board = [""XOX"", "" X "", ""   ""]", false," 2:
"
2970," board = [""XXX"", ""   "", ""OOO""]", false," 3:
"
2970," board = [""XOX"", ""O O"", ""XOX""]", true," 4:
"
2971," board = [""O  "", ""   "", ""   ""]", false," 1:
"
2971," board = [""XOX"", "" X "", ""   ""]", false," 2:
"
2971," board = [""XXX"", ""   "", ""OOO""]", false," 3:
"
2971," board = [""XOX"", ""O O"", ""XOX""]", true," 4:
"
2972," board = [""O  "", ""   "", ""   ""]", false," 1:
"
2972," board = [""XOX"", "" X "", ""   ""]", false," 2:
"
2972," board = [""XXX"", ""   "", ""OOO""]", false," 3:
"
2972," board = [""XOX"", ""O O"", ""XOX""]", true," 4:
"
2973," board = [""O  "", ""   "", ""   ""]", false," 1:
"
2973," board = [""XOX"", "" X "", ""   ""]", false," 2:
"
2973," board = [""XXX"", ""   "", ""OOO""]", false," 3:
"
2973," board = [""XOX"", ""O O"", ""XOX""]", true," 4:
"
2974," A = [2, 1, 4, 3]L = 2R = 3", 3," :
"
2975," A = [2, 1, 4, 3]L = 2R = 3", 3," :
"
2976," A = [2, 1, 4, 3]L = 2R = 3", 3," :
"
2977," A = [2, 1, 4, 3]L = 2R = 3", 3," :
"
2978," A = 'abcde', B = 'cdeab'", true," 1:
"
2978," A = 'abcde', B = 'abced'", false," 2:
"
2979," A = 'abcde', B = 'cdeab'", true," 1:
"
2979," A = 'abcde', B = 'abced'", false," 2:
"
2980," A = 'abcde', B = 'cdeab'", true," 1:
"
2980," A = 'abcde', B = 'abced'", false," 2:
"
2981," A = 'abcde', B = 'cdeab'", true," 1:
"
2981," A = 'abcde', B = 'abced'", false," 2:
"
2982," graph = [[1,2],[3],[3],[]]"," [[0,1,3],[0,2,3]]"," 1:
"
2982," graph = [[4,3,1],[3,2,4],[3],[4],[]]"," [[0,4],[0,3,4],[0,1,3,4],[0,1,2,3,4],[0,1,4]]"," 2:
"
2982," graph = [[1],[]]"," [[0,1]]"," 3:
"
2982," graph = [[1,2,3],[2],[3],[]]"," [[0,1,2,3],[0,2,3],[0,3]]"," 4:
"
2982," graph = [[1,3],[2],[3],[]]"," [[0,1,2,3],[0,3]]"," 5:
"
2983," graph = [[1,2],[3],[3],[]]"," [[0,1,3],[0,2,3]]"," 1:
"
2983," graph = [[4,3,1],[3,2,4],[3],[4],[]]"," [[0,4],[0,3,4],[0,1,3,4],[0,1,2,3,4],[0,1,4]]"," 2:
"
2983," graph = [[1],[]]"," [[0,1]]"," 3:
"
2983," graph = [[1,2,3],[2],[3],[]]"," [[0,1,2,3],[0,2,3],[0,3]]"," 4:
"
2983," graph = [[1,3],[2],[3],[]]"," [[0,1,2,3],[0,3]]"," 5:
"
2984," graph = [[1,2],[3],[3],[]]"," [[0,1,3],[0,2,3]]"," 1:
"
2984," graph = [[4,3,1],[3,2,4],[3],[4],[]]"," [[0,4],[0,3,4],[0,1,3,4],[0,1,2,3,4],[0,1,4]]"," 2:
"
2984," graph = [[1],[]]"," [[0,1]]"," 3:
"
2984," graph = [[1,2,3],[2],[3],[]]"," [[0,1,2,3],[0,2,3],[0,3]]"," 4:
"
2984," graph = [[1,3],[2],[3],[]]"," [[0,1,2,3],[0,3]]"," 5:
"
2985," graph = [[1,2],[3],[3],[]]"," [[0,1,3],[0,2,3]]"," 1:
"
2985," graph = [[4,3,1],[3,2,4],[3],[4],[]]"," [[0,4],[0,3,4],[0,1,3,4],[0,1,2,3,4],[0,1,4]]"," 2:
"
2985," graph = [[1],[]]"," [[0,1]]"," 3:
"
2985," graph = [[1,2,3],[2],[3],[]]"," [[0,1,2,3],[0,2,3],[0,3]]"," 4:
"
2985," graph = [[1,3],[2],[3],[]]"," [[0,1,2,3],[0,3]]"," 5:
"
2986," [2, 3, 1, 4, 0]", 3," 1:
"
2986," [1, 3, 0, 2, 4]", 0," 2:
"
2987," [2, 3, 1, 4, 0]", 3," 1:
"
2987," [1, 3, 0, 2, 4]", 0," 2:
"
2988," [2, 3, 1, 4, 0]", 3," 1:
"
2988," [1, 3, 0, 2, 4]", 0," 2:
"
2989," [2, 3, 1, 4, 0]", 3," 1:
"
2989," [1, 3, 0, 2, 4]", 0," 2:
"
2990," poured = 1, query_row = 1, query_glass = 1", 0.00000," 1:
"
2990," poured = 2, query_row = 1, query_glass = 1", 0.50000," 2:
"
2990," poured = 100000009, query_row = 33, query_glass = 17", 1.00000," 3:
"
2991," poured = 1, query_row = 1, query_glass = 1", 0.00000," 1:
"
2991," poured = 2, query_row = 1, query_glass = 1", 0.50000," 2:
"
2991," poured = 100000009, query_row = 33, query_glass = 17", 1.00000," 3:
"
2992," poured = 1, query_row = 1, query_glass = 1", 0.00000," 1:
"
2992," poured = 2, query_row = 1, query_glass = 1", 0.50000," 2:
"
2992," poured = 100000009, query_row = 33, query_glass = 17", 1.00000," 3:
"
2993," poured = 1, query_row = 1, query_glass = 1", 0.00000," 1:
"
2993," poured = 2, query_row = 1, query_glass = 1", 0.50000," 2:
"
2993," poured = 100000009, query_row = 33, query_glass = 17", 1.00000," 3:
"
2994," color = ""#09f166"""," ""#11ee66"""," 1:
"
2995," color = ""#09f166"""," ""#11ee66"""," 1:
"
2996," color = ""#09f166"""," ""#11ee66"""," 1:
"
2997," color = ""#09f166"""," ""#11ee66"""," 1:
"
2998," A = [1,3,5,4], B = [1,2,3,7]", 1,":
"
2999," A = [1,3,5,4], B = [1,2,3,7]", 1,":
"
3000," A = [1,3,5,4], B = [1,2,3,7]", 1,":
"
3001," A = [1,3,5,4], B = [1,2,3,7]", 1,":
"
3002," graph = [[1,2],[2,3],[5],[0],[5],[],[]]"," [2,4,5,6]"," 1:
"
3002," graph = [[1,2,3,4],[1,2],[3,4],[0,4],[]]", [4]," 2:
"
3003," graph = [[1,2],[2,3],[5],[0],[5],[],[]]"," [2,4,5,6]"," 1:
"
3003," graph = [[1,2,3,4],[1,2],[3,4],[0,4],[]]", [4]," 2:
"
3004," graph = [[1,2],[2,3],[5],[0],[5],[],[]]"," [2,4,5,6]"," 1:
"
3004," graph = [[1,2,3,4],[1,2],[3,4],[0,4],[]]", [4]," 2:
"
3005," graph = [[1,2],[2,3],[5],[0],[5],[],[]]"," [2,4,5,6]"," 1:
"
3005," graph = [[1,2,3,4],[1,2],[3,4],[0,4],[]]", [4]," 2:
"
3006," grid = [[1,0,0,0],[1,1,1,0]], hits = [[1,0]]", [2]," 1:
"
3006," grid = [[1,0,0,0],[1,1,0,0]], hits = [[1,1],[1,0]]"," [0,0]"," 2:
"
3007," grid = [[1,0,0,0],[1,1,1,0]], hits = [[1,0]]", [2]," 1:
"
3007," grid = [[1,0,0,0],[1,1,0,0]], hits = [[1,1],[1,0]]"," [0,0]"," 2:
"
3008," grid = [[1,0,0,0],[1,1,1,0]], hits = [[1,0]]", [2]," 1:
"
3008," grid = [[1,0,0,0],[1,1,0,0]], hits = [[1,1],[1,0]]"," [0,0]"," 2:
"
3009," grid = [[1,0,0,0],[1,1,1,0]], hits = [[1,0]]", [2]," 1:
"
3009," grid = [[1,0,0,0],[1,1,0,0]], hits = [[1,1],[1,0]]"," [0,0]"," 2:
"
3010," words = [""gin"", ""zen"", ""gig"", ""msg""]", 2,":
"
3011," words = [""gin"", ""zen"", ""gig"", ""msg""]", 2,":
"
3012," words = [""gin"", ""zen"", ""gig"", ""msg""]", 2,":
"
3013," words = [""gin"", ""zen"", ""gig"", ""msg""]", 2,":
"
3014," nums = [1,2,3,4,5,6,7,8]", true," 1:
"
3014," nums = [3,1]", false," 2:
"
3015," nums = [1,2,3,4,5,6,7,8]", true," 1:
"
3015," nums = [3,1]", false," 2:
"
3016," nums = [1,2,3,4,5,6,7,8]", true," 1:
"
3016," nums = [3,1]", false," 2:
"
3017," nums = [1,2,3,4,5,6,7,8]", true," 1:
"
3017," nums = [3,1]", false," 2:
"
3018," widths = [10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10], s = ""abcdefghijklmnopqrstuvwxyz"""," [3,60]"," 1:
"
3018," widths = [4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10], s = ""bbbcccdddaaa"""," [2,4]"," 2:
"
3019," widths = [10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10], s = ""abcdefghijklmnopqrstuvwxyz"""," [3,60]"," 1:
"
3019," widths = [4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10], s = ""bbbcccdddaaa"""," [2,4]"," 2:
"
3020," widths = [10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10], s = ""abcdefghijklmnopqrstuvwxyz"""," [3,60]"," 1:
"
3020," widths = [4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10], s = ""bbbcccdddaaa"""," [2,4]"," 2:
"
3021," widths = [10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10], s = ""abcdefghijklmnopqrstuvwxyz"""," [3,60]"," 1:
"
3021," widths = [4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10], s = ""bbbcccdddaaa"""," [2,4]"," 2:
"
3022," grid = [[3,0,8,4],[2,4,5,7],[9,2,6,3],[0,3,1,0]]", 35,":
"
3023," grid = [[3,0,8,4],[2,4,5,7],[9,2,6,3],[0,3,1,0]]", 35,":
"
3024," grid = [[3,0,8,4],[2,4,5,7],[9,2,6,3],[0,3,1,0]]", 35,":
"
3025," grid = [[3,0,8,4],[2,4,5,7],[9,2,6,3],[0,3,1,0]]", 35,":
"
3026, N = 50, 0.625,":
"
3027, N = 50, 0.625,":
"
3028, N = 50, 0.625,":
"
3029, N = 50, 0.625,":
"
3030," S = ""heeellooo""words = [""hello"", ""hi"", ""helo""]", 1,":
"
3031," S = ""heeellooo""words = [""hello"", ""hi"", ""helo""]", 1,":
"
3032," S = ""heeellooo""words = [""hello"", ""hi"", ""helo""]", 1,":
"
3033," S = ""heeellooo""words = [""hello"", ""hi"", ""helo""]", 1,":
"
3034," nums = [1, 1, 2]", false,":
"
3035," nums = [1, 1, 2]", false,":
"
3036," nums = [1, 1, 2]", false,":
"
3037," nums = [1, 1, 2]", false,":
"
3038," [""9001 discuss.leetcode.com""]"," [""9001 discuss.leetcode.com"", ""9001 leetcode.com"", ""9001 com""]"," 1:
"
3038," [""900 google.mail.com"", ""50 yahoo.com"", ""1 intel.mail.com"", ""5 wiki.org""]"," [""901 mail.com"",""50 yahoo.com"",""900 google.mail.com"",""5 wiki.org"",""5 org"",""1 intel.mail.com"",""951 com""]"," 2:
"
3039," [""9001 discuss.leetcode.com""]"," [""9001 discuss.leetcode.com"", ""9001 leetcode.com"", ""9001 com""]"," 1:
"
3039," [""900 google.mail.com"", ""50 yahoo.com"", ""1 intel.mail.com"", ""5 wiki.org""]"," [""901 mail.com"",""50 yahoo.com"",""900 google.mail.com"",""5 wiki.org"",""5 org"",""1 intel.mail.com"",""951 com""]"," 2:
"
3040," [""9001 discuss.leetcode.com""]"," [""9001 discuss.leetcode.com"", ""9001 leetcode.com"", ""9001 com""]"," 1:
"
3040," [""900 google.mail.com"", ""50 yahoo.com"", ""1 intel.mail.com"", ""5 wiki.org""]"," [""901 mail.com"",""50 yahoo.com"",""900 google.mail.com"",""5 wiki.org"",""5 org"",""1 intel.mail.com"",""951 com""]"," 2:
"
3041," [""9001 discuss.leetcode.com""]"," [""9001 discuss.leetcode.com"", ""9001 leetcode.com"", ""9001 com""]"," 1:
"
3041," [""900 google.mail.com"", ""50 yahoo.com"", ""1 intel.mail.com"", ""5 wiki.org""]"," [""901 mail.com"",""50 yahoo.com"",""900 google.mail.com"",""5 wiki.org"",""5 org"",""1 intel.mail.com"",""951 com""]"," 2:
"
3042," points = [[0,0],[0,1],[1,0],[0,2],[2,0]]", 2,":
"
3043," points = [[0,0],[0,1],[1,0],[0,2],[2,0]]", 2,":
"
3044," points = [[0,0],[0,1],[1,0],[0,2],[2,0]]", 2,":
"
3045," points = [[0,0],[0,1],[1,0],[0,2],[2,0]]", 2,":
"
3046," A = [9,1,2,3,9]K = 3", 20,":
"
3047," A = [9,1,2,3,9]K = 3", 20,":
"
3048," A = [9,1,2,3,9]K = 3", 20,":
"
3049," A = [9,1,2,3,9]K = 3", 20,":
"
3050," [1,null,0,0,1]"," [1,null,0,null,1]"," 1:
"
3050," [1,0,1,0,0,0,1]"," [1,null,1,null,1]"," 2:
"
3050," [1,1,0,1,1,0,1,0]"," [1,1,0,1,1,null,1]"," 3:
"
3051," [1,null,0,0,1]"," [1,null,0,null,1]"," 1:
"
3051," [1,0,1,0,0,0,1]"," [1,null,1,null,1]"," 2:
"
3051," [1,1,0,1,1,0,1,0]"," [1,1,0,1,1,null,1]"," 3:
"
3052," [1,null,0,0,1]"," [1,null,0,null,1]"," 1:
"
3052," [1,0,1,0,0,0,1]"," [1,null,1,null,1]"," 2:
"
